Workbook Sheet,Workbook Row,Metric,Level,Location Type,Location,Original Division,Final Division,Report Geography,Mapping Status,Confidence,Matched Evidence,Hierarchy Path
Consumer,196,LTR Inpatient,2,Market,MSD - Rocky Mountain,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AdventHealth > Multi-State > Multi-State - Rocky Mountain > MSD - Rocky Mountain
Consumer,197,LTR Inpatient,2,Market,MSD - Southeast - Georgia,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > MSD - Southeast - Georgia
Consumer,198,LTR Inpatient,2,Market,MSD - Southeast - Kentucky,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > MSD - Southeast - Kentucky
Consumer,199,LTR Inpatient,2,Market,MSD - Southeast - North Carolina,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > MSD - Southeast - North Carolina
Consumer,200,LTR Inpatient,2,Market,MSD - Southwest - Texas Central,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southwest,AdventHealth > Multi-State > Multi-State - Southwest > MSD - Southwest - Texas Central
Consumer,201,LTR Inpatient,2,Market,MSD - Southwest - Texas-Fort Worth,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southwest,AdventHealth > Multi-State > Multi-State - Southwest > MSD - Southwest - Texas-Fort Worth
Consumer,202,LTR Inpatient,2,Market,WFD - West Florida Division - Heartland,West Florida,WFD,WFD,CONFIRMED_DIRECT_DIVISION,high,west florida,AdventHealth > West Florida > Heartland Region > WFD - West Florida Division - Heartland
Consumer,203,LTR Inpatient,2,Market,WFD - West Florida Division - Ocala,West Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Ocala,AdventHealth > West Florida > Tampa Bay Region > WFD - West Florida Division - Ocala
Consumer,204,LTR Inpatient,2,Market,WFD - West Florida Division - Tampa Bay,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Tampa,AdventHealth > West Florida > Tampa Bay Region > WFD - West Florida Division - Tampa Bay
Consumer,205,LTR Inpatient,2,Market,West Florida - West - Polk,West Florida,MSD 1,MSD 1,CONFIRMED_FACILITY_TO_DIVISION,high,Polk,AdventHealth > West Florida > Heartland Region > West Florida - West - Polk
Consumer,206,LTR Inpatient,2,Region,Central Florida - Central,Central Florida,CFD,CFD,CONFIRMED_DIRECT_DIVISION,high,central florida,AdventHealth > Central Florida > Central Florida - Central
Consumer,207,LTR Inpatient,2,Region,East Florida - East,East Florida,EFD,EFD,CONFIRMED_DIRECT_DIVISION,high,east florida,AdventHealth > East Florida > East Florida - East
Consumer,208,LTR Inpatient,2,Region,Heartland Region,West Florida,WFD,WFD,CONFIRMED_DIRECT_DIVISION,high,west florida,AdventHealth > West Florida > Heartland Region
Consumer,209,LTR Inpatient,2,Region,Multi-State - Great Lakes,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Great Lakes,AdventHealth > Multi-State > Multi-State - Great Lakes
Consumer,210,LTR Inpatient,2,Region,Multi-State - Mid-America,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Mid-America,AdventHealth > Multi-State > Multi-State - Mid-America
Consumer,211,LTR Inpatient,2,Region,Multi-State - Rocky Mountain,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AdventHealth > Multi-State > Multi-State - Rocky Mountain
Consumer,212,LTR Inpatient,2,Region,Multi-State - Southeast,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast
Consumer,213,LTR Inpatient,2,Region,Multi-State - Southwest,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southwest,AdventHealth > Multi-State > Multi-State - Southwest
Consumer,214,LTR Inpatient,2,Region,Tampa Bay Region,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Tampa,AdventHealth > West Florida > Tampa Bay Region
Consumer,215,LTR Med Practice,0,Corporate,AdventHealth,N/A,N/A,N/A,UNRESOLVED_PRESERVED,low,N/A,AdventHealth
Consumer,216,LTR Med Practice,1,Division,Central Florida,Central Florida,CFD,CFD,CONFIRMED_DIRECT_DIVISION,high,central florida,AdventHealth > Central Florida
Consumer,217,LTR Med Practice,1,Division,East Florida,East Florida,EFD,EFD,CONFIRMED_DIRECT_DIVISION,high,east florida,AdventHealth > East Florida
Consumer,218,LTR Med Practice,1,Division,Multi-State,Multi-State,MSD,MSD,CONFIRMED_CONSOLIDATED_MULTISTATE,medium,multi-state,AdventHealth > Multi-State
Consumer,219,LTR Med Practice,1,Division,Primary Health Division,Primary Health Division,PHD,PHD,CONFIRMED_DIRECT_DIVISION,high,primary health division,AdventHealth > Primary Health Division
Consumer,220,LTR Med Practice,1,Division,West Florida,West Florida,WFD,WFD,CONFIRMED_DIRECT_DIVISION,high,west florida,AdventHealth > West Florida
Consumer,221,LTR Med Practice,2,Facility,AH Port Charlotte,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Port Charlotte,AdventHealth > West Florida > Tampa Bay Region > WFD - West Florida Division - Tampa Bay > AH Port Charlotte
Consumer,222,LTR Med Practice,2,Facility,CFD - AH Altamonte Springs,Central Florida,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Altamonte Springs,AdventHealth > Central Florida > Central Florida - Central > CFD - Central Florida > CFD - AH Altamonte Springs
Consumer,223,LTR Med Practice,2,Facility,CFD - AH Apopka,Central Florida,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Apopka,AdventHealth > Central Florida > Central Florida - Central > CFD - Central Florida > CFD - AH Apopka
Consumer,224,LTR Med Practice,2,Facility,CFD - AH Celebration,Central Florida,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Celebration,AdventHealth > Central Florida > Central Florida - Central > CFD - Central Florida > CFD - AH Celebration
Consumer,225,LTR Med Practice,2,Facility,CFD - AH East Orlando,Central Florida,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,East Orlando,AdventHealth > Central Florida > Central Florida - Central > CFD - Central Florida > CFD - AH East Orlando
Consumer,226,LTR Med Practice,2,Facility,CFD - AH Kissimmee,Central Florida,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Kissimmee,AdventHealth > Central Florida > Central Florida - Central > CFD - Central Florida > CFD - AH Kissimmee
Consumer,227,LTR Med Practice,2,Facility,CFD - AH Minneola,Central Florida,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Minneola,AdventHealth > Central Florida > Central Florida - Central > CFD - Central Florida > CFD - AH Minneola
Consumer,228,LTR Med Practice,2,Facility,CFD - AH Orlando,Central Florida,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Orlando,AdventHealth > Central Florida > Central Florida - Central > CFD - Central Florida > CFD - AH Orlando
Consumer,229,LTR Med Practice,2,Facility,CFD - AH Winter Garden,Central Florida,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Winter Garden,AdventHealth > Central Florida > Central Florida - Central > CFD - Central Florida > CFD - AH Winter Garden
Consumer,230,LTR Med Practice,2,Facility,CFD - AH Winter Park,Central Florida,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Winter Park,AdventHealth > Central Florida > Central Florida - Central > CFD - Central Florida > CFD - AH Winter Park
Consumer,231,LTR Med Practice,2,Facility,EFD - AH Daytona Beach,East Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Daytona Beach,AdventHealth > East Florida > East Florida - East > EFD - East Florida > EFD - AH Daytona Beach
Consumer,232,LTR Med Practice,2,Facility,EFD - AH DeLand,East Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,DeLand,AdventHealth > East Florida > East Florida - East > EFD - East Florida > EFD - AH DeLand
Consumer,233,LTR Med Practice,2,Facility,EFD - AH Fish Memorial,East Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Fish Memorial,AdventHealth > East Florida > East Florida - East > EFD - East Florida > EFD - AH Fish Memorial
Consumer,234,LTR Med Practice,2,Facility,EFD - AH New Smyrna Beach,East Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,New Smyrna Beach,AdventHealth > East Florida > East Florida - East > EFD - East Florida > EFD - AH New Smyrna Beach
Consumer,235,LTR Med Practice,2,Facility,EFD - AH Palm Coast,East Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Palm Coast,AdventHealth > East Florida > East Florida - East > EFD - East Florida > EFD - AH Palm Coast
Consumer,236,LTR Med Practice,2,Facility,EFD - AH Palm Coast Parkway,East Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Palm Coast Parkway,AdventHealth > East Florida > East Florida - East > EFD - East Florida > EFD - AH Palm Coast Parkway
Consumer,237,LTR Med Practice,2,Facility,EFD - AH Waterman,East Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Waterman,AdventHealth > East Florida > East Florida - East > EFD - East Florida > EFD - AH Waterman
Consumer,238,LTR Med Practice,2,Facility,MSD - AH Avista,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AdventHealth > Multi-State > Multi-State - Rocky Mountain > MSD - Rocky Mountain > MSD - AH Avista
Consumer,239,LTR Med Practice,2,Facility,MSD - AH Castle Rock,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AdventHealth > Multi-State > Multi-State - Rocky Mountain > MSD - Rocky Mountain > MSD - AH Castle Rock
Consumer,240,LTR Med Practice,2,Facility,MSD - AH Central Texas,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southwest,AdventHealth > Multi-State > Multi-State - Southwest > MSD - Southwest - Texas Central > MSD - AH Central Texas
Consumer,241,LTR Med Practice,2,Facility,MSD - AH Durand,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Mid-America,AdventHealth > Multi-State > Multi-State - Mid-America > MSD - Mid-America - Wisconsin > MSD - AH Durand
Consumer,242,LTR Med Practice,2,Facility,MSD - AH Gordon,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > MSD - Southeast - Georgia > MSD - AH Gordon
Consumer,243,LTR Med Practice,2,Facility,MSD - AH Hendersonville,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > MSD - Southeast - North Carolina > MSD - AH Hendersonville
Consumer,244,LTR Med Practice,2,Facility,MSD - AH Lenexa City Center,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Mid-America,AdventHealth > Multi-State > Multi-State - Mid-America > MSD - Mid-America - Kansas > MSD - AH Lenexa City Center
Consumer,245,LTR Med Practice,2,Facility,MSD - AH Littleton,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AdventHealth > Multi-State > Multi-State - Rocky Mountain > MSD - Rocky Mountain > MSD - AH Littleton
Consumer,246,LTR Med Practice,2,Facility,MSD - AH Manchester,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > MSD - Southeast - Kentucky > MSD - AH Manchester
Consumer,247,LTR Med Practice,2,Facility,MSD - AH Murray,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > MSD - Southeast - Georgia > MSD - AH Murray
Consumer,248,LTR Med Practice,2,Facility,MSD - AH Ottawa,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Mid-America,AdventHealth > Multi-State > Multi-State - Mid-America > MSD - Mid-America - Kansas > MSD - AH Ottawa
Consumer,249,LTR Med Practice,2,Facility,MSD - AH Parker,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AdventHealth > Multi-State > Multi-State - Rocky Mountain > MSD - Rocky Mountain > MSD - AH Parker
Consumer,250,LTR Med Practice,2,Facility,MSD - AH Polk,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > MSD - Southeast - North Carolina > MSD - AH Polk
Consumer,251,LTR Med Practice,2,Facility,MSD - AH Porter,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AdventHealth > Multi-State > Multi-State - Rocky Mountain > MSD - Rocky Mountain > MSD - AH Porter
Consumer,252,LTR Med Practice,2,Facility,MSD - AH Redmond,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > MSD - Southeast - Georgia > MSD - AH Redmond
Consumer,253,LTR Med Practice,2,Facility,MSD - AH Rollins Brook,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southwest,AdventHealth > Multi-State > Multi-State - Southwest > MSD - Southwest - Texas Central > MSD - AH Rollins Brook
Consumer,254,LTR Med Practice,2,Facility,MSD - AH Shawnee Mission,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Mid-America,AdventHealth > Multi-State > Multi-State - Mid-America > MSD - Mid-America - Kansas > MSD - AH Shawnee Mission
Consumer,255,LTR Med Practice,2,Facility,MSD - AH South Overland Park,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Mid-America,AdventHealth > Multi-State > Multi-State - Mid-America > MSD - Mid-America - Kansas > MSD - AH South Overland Park
Consumer,256,LTR Med Practice,2,Facility,MSD - TH Huguley,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southwest,AdventHealth > Multi-State > Multi-State - Southwest > MSD - Southwest - Texas-Fort Worth > MSD - TH Huguley
Consumer,257,LTR Med Practice,2,Facility,MSD - TH Mansfield,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southwest,AdventHealth > Multi-State > Multi-State - Southwest > MSD - Southwest - Texas-Fort Worth > MSD - TH Mansfield
Consumer,258,LTR Med Practice,2,Facility,MSD - UCM AH Bolingbrook,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Great Lakes,AdventHealth > Multi-State > Multi-State - Great Lakes > MSD - Great Lakes > MSD - UCM AH Bolingbrook
Consumer,259,LTR Med Practice,2,Facility,MSD - UCM AH GlenOaks,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Great Lakes,AdventHealth > Multi-State > Multi-State - Great Lakes > MSD - Great Lakes > MSD - UCM AH GlenOaks
Consumer,260,LTR Med Practice,2,Facility,MSD - UCM AH Hinsdale,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Great Lakes,AdventHealth > Multi-State > Multi-State - Great Lakes > MSD - Great Lakes > MSD - UCM AH Hinsdale
Consumer,261,LTR Med Practice,2,Facility,MSD - UCM AH La Grange,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Great Lakes,AdventHealth > Multi-State > Multi-State - Great Lakes > MSD - Great Lakes > MSD - UCM AH La Grange
Consumer,262,LTR Med Practice,2,Facility,WFD - AH Carrollwood,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Carrollwood,AdventHealth > West Florida > Tampa Bay Region > WFD - West Florida Division - Tampa Bay > WFD - AH Carrollwood
Consumer,263,LTR Med Practice,2,Facility,WFD - AH Dade City,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Dade City,AdventHealth > West Florida > Tampa Bay Region > WFD - West Florida Division - Tampa Bay > WFD - AH Dade City
Consumer,264,LTR Med Practice,2,Facility,WFD - AH Heart of Florida,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Heart of Florida,AdventHealth > West Florida > Heartland Region > West Florida - West - Polk > WFD - AH Heart of Florida
Consumer,265,LTR Med Practice,2,Facility,WFD - AH Lake Placid,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Lake Placid,AdventHealth > West Florida > Heartland Region > WFD - West Florida Division - Heartland > WFD - AH Lake Placid
Consumer,266,LTR Med Practice,2,Facility,WFD - AH Lake Wales,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Lake Wales,AdventHealth > West Florida > Heartland Region > West Florida - West - Polk > WFD - AH Lake Wales
Consumer,267,LTR Med Practice,2,Facility,WFD - AH North Pinellas,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,North Pinellas,AdventHealth > West Florida > Tampa Bay Region > WFD - West Florida Division - Tampa Bay > WFD - AH North Pinellas
Consumer,268,LTR Med Practice,2,Facility,WFD - AH Ocala,West Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Ocala,AdventHealth > West Florida > Tampa Bay Region > WFD - West Florida Division - Ocala > WFD - AH Ocala
Consumer,269,LTR Med Practice,2,Facility,WFD - AH Riverview,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Riverview,AdventHealth > West Florida > Tampa Bay Region > WFD - West Florida Division - Tampa Bay > WFD - AH Riverview
Consumer,270,LTR Med Practice,2,Facility,WFD - AH Sebring,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Sebring,AdventHealth > West Florida > Heartland Region > WFD - West Florida Division - Heartland > WFD - AH Sebring
Consumer,271,LTR Med Practice,2,Facility,WFD - AH Tampa,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Tampa,AdventHealth > West Florida > Tampa Bay Region > WFD - West Florida Division - Tampa Bay > WFD - AH Tampa
Consumer,272,LTR Med Practice,2,Facility,WFD - AH Wauchula,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Wauchula,AdventHealth > West Florida > Heartland Region > WFD - West Florida Division - Heartland > WFD - AH Wauchula
Consumer,273,LTR Med Practice,2,Facility,WFD - AH Wesley Chapel,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Wesley Chapel,AdventHealth > West Florida > Tampa Bay Region > WFD - West Florida Division - Tampa Bay > WFD - AH Wesley Chapel
Consumer,274,LTR Med Practice,2,Facility,WFD - AH Zephyrhills,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Zephyrhills,AdventHealth > West Florida > Tampa Bay Region > WFD - West Florida Division - Tampa Bay > WFD - AH Zephyrhills
Consumer,275,LTR Med Practice,2,Market,CFD - Central Florida,Central Florida,CFD,CFD,CONFIRMED_DIRECT_DIVISION,high,central florida,AdventHealth > Central Florida > Central Florida - Central > CFD - Central Florida
Consumer,276,LTR Med Practice,2,Market,EFD - East Florida,East Florida,EFD,EFD,CONFIRMED_DIRECT_DIVISION,high,east florida,AdventHealth > East Florida > East Florida - East > EFD - East Florida
Consumer,277,LTR Med Practice,2,Market,MSD - Great Lakes,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Great Lakes,AdventHealth > Multi-State > Multi-State - Great Lakes > MSD - Great Lakes
Consumer,278,LTR Med Practice,2,Market,MSD - Mid-America - Kansas,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Mid-America,AdventHealth > Multi-State > Multi-State - Mid-America > MSD - Mid-America - Kansas
Consumer,279,LTR Med Practice,2,Market,MSD - Mid-America - Wisconsin,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Mid-America,AdventHealth > Multi-State > Multi-State - Mid-America > MSD - Mid-America - Wisconsin
Consumer,280,LTR Med Practice,2,Market,MSD - Rocky Mountain,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AdventHealth > Multi-State > Multi-State - Rocky Mountain > MSD - Rocky Mountain
Consumer,281,LTR Med Practice,2,Market,MSD - Southeast - Georgia,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > MSD - Southeast - Georgia
Consumer,282,LTR Med Practice,2,Market,MSD - Southeast - Kentucky,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > MSD - Southeast - Kentucky
Consumer,283,LTR Med Practice,2,Market,MSD - Southeast - North Carolina,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast > MSD - Southeast - North Carolina
Consumer,284,LTR Med Practice,2,Market,MSD - Southwest - Texas Central,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southwest,AdventHealth > Multi-State > Multi-State - Southwest > MSD - Southwest - Texas Central
Consumer,285,LTR Med Practice,2,Market,MSD - Southwest - Texas-Fort Worth,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southwest,AdventHealth > Multi-State > Multi-State - Southwest > MSD - Southwest - Texas-Fort Worth
Consumer,286,LTR Med Practice,2,Market,PHD - Central Florida,Primary Health Division,PHD,PHD,CONFIRMED_DIRECT_DIVISION,high,primary health division,AdventHealth > Primary Health Division > Primary Health Division - Region > PHD - Central Florida
Consumer,287,LTR Med Practice,2,Market,PHD - East Florida,Primary Health Division,PHD,PHD,CONFIRMED_DIRECT_DIVISION,high,primary health division,AdventHealth > Primary Health Division > Primary Health Division - Region > PHD - East Florida
Consumer,288,LTR Med Practice,2,Market,PHD - Region 1,Primary Health Division,PHD,PHD,CONFIRMED_DIRECT_DIVISION,high,primary health division,AdventHealth > Primary Health Division > Primary Health Division - Region 1 > PHD - Region 1
Consumer,289,LTR Med Practice,2,Market,PHD - Region 2,Primary Health Division,PHD,PHD,CONFIRMED_DIRECT_DIVISION,high,primary health division,AdventHealth > Primary Health Division > Primary Health Division - Region 2 > PHD - Region 2
Consumer,290,LTR Med Practice,2,Market,PHD - Region 3,Primary Health Division,PHD,PHD,CONFIRMED_DIRECT_DIVISION,high,primary health division,AdventHealth > Primary Health Division > Primary Health Division - Region 3 > PHD - Region 3
Consumer,291,LTR Med Practice,2,Market,PHD - Region 4,Primary Health Division,PHD,PHD,CONFIRMED_DIRECT_DIVISION,high,primary health division,AdventHealth > Primary Health Division > Primary Health Division - Region 4 > PHD - Region 4
Consumer,292,LTR Med Practice,2,Market,PHD - West Florida,Primary Health Division,PHD,PHD,CONFIRMED_DIRECT_DIVISION,high,primary health division,AdventHealth > Primary Health Division > Primary Health Division - Region > PHD - West Florida
Consumer,293,LTR Med Practice,2,Market,WFD - West Florida Division - Heartland,West Florida,WFD,WFD,CONFIRMED_DIRECT_DIVISION,high,west florida,AdventHealth > West Florida > Heartland Region > WFD - West Florida Division - Heartland
Consumer,294,LTR Med Practice,2,Market,WFD - West Florida Division - Ocala,West Florida,EFD,EFD,CONFIRMED_FACILITY_TO_DIVISION,high,Ocala,AdventHealth > West Florida > Tampa Bay Region > WFD - West Florida Division - Ocala
Consumer,295,LTR Med Practice,2,Market,WFD - West Florida Division - Tampa Bay,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Tampa,AdventHealth > West Florida > Tampa Bay Region > WFD - West Florida Division - Tampa Bay
Consumer,296,LTR Med Practice,2,Market,West Florida - West - Polk,West Florida,MSD 1,MSD 1,CONFIRMED_FACILITY_TO_DIVISION,high,Polk,AdventHealth > West Florida > Heartland Region > West Florida - West - Polk
Consumer,297,LTR Med Practice,2,Region,Central Florida - Central,Central Florida,CFD,CFD,CONFIRMED_DIRECT_DIVISION,high,central florida,AdventHealth > Central Florida > Central Florida - Central
Consumer,298,LTR Med Practice,2,Region,East Florida - East,East Florida,EFD,EFD,CONFIRMED_DIRECT_DIVISION,high,east florida,AdventHealth > East Florida > East Florida - East
Consumer,299,LTR Med Practice,2,Region,Heartland Region,West Florida,WFD,WFD,CONFIRMED_DIRECT_DIVISION,high,west florida,AdventHealth > West Florida > Heartland Region
Consumer,300,LTR Med Practice,2,Region,Multi-State - Great Lakes,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Great Lakes,AdventHealth > Multi-State > Multi-State - Great Lakes
Consumer,301,LTR Med Practice,2,Region,Multi-State - Mid-America,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Mid-America,AdventHealth > Multi-State > Multi-State - Mid-America
Consumer,302,LTR Med Practice,2,Region,Multi-State - Rocky Mountain,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Rocky Mountain,AdventHealth > Multi-State > Multi-State - Rocky Mountain
Consumer,303,LTR Med Practice,2,Region,Multi-State - Southeast,Multi-State,MSD 1,MSD 1,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southeast,AdventHealth > Multi-State > Multi-State - Southeast
Consumer,304,LTR Med Practice,2,Region,Multi-State - Southwest,Multi-State,MSD 2,MSD 2,CONFIRMED_REGION_TO_DIVISION,high,Multi-State - Southwest,AdventHealth > Multi-State > Multi-State - Southwest
Consumer,305,LTR Med Practice,2,Region,Primary Health Division - Region,Primary Health Division,PHD,PHD,CONFIRMED_DIRECT_DIVISION,high,primary health division,AdventHealth > Primary Health Division > Primary Health Division - Region
Consumer,306,LTR Med Practice,2,Region,Primary Health Division - Region 1,Primary Health Division,PHD,PHD,CONFIRMED_DIRECT_DIVISION,high,primary health division,AdventHealth > Primary Health Division > Primary Health Division - Region 1
Consumer,307,LTR Med Practice,2,Region,Primary Health Division - Region 2,Primary Health Division,PHD,PHD,CONFIRMED_DIRECT_DIVISION,high,primary health division,AdventHealth > Primary Health Division > Primary Health Division - Region 2
Consumer,308,LTR Med Practice,2,Region,Primary Health Division - Region 3,Primary Health Division,PHD,PHD,CONFIRMED_DIRECT_DIVISION,high,primary health division,AdventHealth > Primary Health Division > Primary Health Division - Region 3
Consumer,309,LTR Med Practice,2,Region,Primary Health Division - Region 4,Primary Health Division,PHD,PHD,CONFIRMED_DIRECT_DIVISION,high,primary health division,AdventHealth > Primary Health Division > Primary Health Division - Region 4
Consumer,310,LTR Med Practice,2,Region,Tampa Bay Region,West Florida,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Tampa,AdventHealth > West Florida > Tampa Bay Region
Clinical,2,All-Adult Inpatient Mortality,0,Corporate,AdventHealth,N/A,N/A,N/A,PRESERVED,none,N/A,N/A
