sheet,row,metric,level,location_type,location,real_division,rough_division,recommended_division,confidence,mapping_status,evidence,hierarchy_path,report_support,real_value,rough_value,goal,data_as_of,changed_fields
Team,4956,Total Turnover (Rolling 12),2,Cost Center,123925 MGPOR Neurosurgery One Porter,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,Rocky Mountain Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Rocky Mountain Region Cost Centers by Reporting Hierarchy > 1029 AdventHealth Porter > 1000090 AHMG RMR Porter > 123925 MGPOR Neurosurgery One Porter,Canonical match to a region grouping in the June report,65.5%,65.5%,≤ 17.3%,Jul 2026,Division
Team,4957,Total Turnover (Rolling 12),2,Cost Center,123927 MGPOR Vascular Surgery,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,Rocky Mountain Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Rocky Mountain Region Cost Centers by Reporting Hierarchy > 1029 AdventHealth Porter > 1000090 AHMG RMR Porter > 123927 MGPOR Vascular Surgery,Canonical match to a region grouping in the June report,41.4%,41.4%,≤ 17.3%,Jul 2026,Division
Team,4958,Total Turnover (Rolling 12),2,Cost Center,123928 MGPOR AHMG Urology,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,Rocky Mountain Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > Rocky Mountain Region Cost Centers by Reporting Hierarchy > 1029 AdventHealth Porter > 1000090 AHMG RMR Porter > 123928 MGPOR AHMG Urology,Canonical match to a region grouping in the June report,20.7%,20.7%,≤ 17.3%,Jul 2026,Division
Team,4959,Total Turnover (Rolling 12),2,Cost Center,123931 MGCSP Radiology at Central Florida,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida > 1000185 AHMG CFD Central Florida System Physician > 123931 MGCSP Radiology at Central Florida,Preserved or unresolved; no report-backed conversion.,6.0%,6.0%,≤ 17.3%,Jul 2026,none
Team,4960,Total Turnover (Rolling 12),2,Cost Center,123935 PCNMAR Ocala Timberridge,Primary Health Division Cost Centers by Reporting Hierarchy,EFD,EFD,high,CONFIRMED_FACILITY_TO_DIVISION,Ocala,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1087 AdventHealth Primary Care Network > 1000355 PCN Marion > 123935 PCNMAR Ocala Timberridge,Exact facility listed under division in June report,24.1%,24.1%,≤ 17.3%,Jul 2026,Division
Team,4961,Total Turnover (Rolling 12),2,Cost Center,123939 MGEDAY Neurosurgery 305 MEM 505,Florida Division Cost Centers by Reporting Hierarchy,EFD,EFD,high,CONFIRMED_FACILITY_TO_DIVISION,Daytona Beach,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > East Florida Division Cost Centers by Reporting Hierarchy > 1073 AdventHealth Medical Group East Florida > 1000246 AHMG EFD Daytona Beach > 123939 MGEDAY Neurosurgery 305 MEM 505,Exact facility listed under division in June report,19.1%,19.1%,≤ 17.3%,Jul 2026,Division
Team,4962,Total Turnover (Rolling 12),2,Cost Center,123940 MGEDAY Orthopedic 305 MEM 301,Florida Division Cost Centers by Reporting Hierarchy,EFD,EFD,high,CONFIRMED_FACILITY_TO_DIVISION,Daytona Beach,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > East Florida Division Cost Centers by Reporting Hierarchy > 1073 AdventHealth Medical Group East Florida > 1000246 AHMG EFD Daytona Beach > 123940 MGEDAY Orthopedic 305 MEM 301,Exact facility listed under division in June report,12.0%,12.0%,≤ 17.3%,Jul 2026,Division
Team,4963,Total Turnover (Rolling 12),2,Cost Center,123941 MAN VII Barbourville,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1001 AdventHealth Manchester > 1000003 Manchester > 123941 MAN VII Barbourville,Canonical match to a region grouping in the June report,30.4%,30.4%,≤ 17.3%,Jul 2026,Division
Team,4964,Total Turnover (Rolling 12),2,Cost Center,123961 THMAB PC 12001 S Fwy Ste 209,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1011 Texas Health Medical Associates > 1000036 THMA Burleson JV > 123961 THMAB PC 12001 S Fwy Ste 209,Canonical match to a region grouping in the June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
Team,4965,Total Turnover (Rolling 12),2,Cost Center,123962 MGKIS GYN Surgery at Celebrat,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Kissimmee,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida > 1000192 AHMG CFD Kissimmee > 123962 MGKIS GYN Surgery at Celebrat,Exact facility listed under division in June report,45.6%,45.6%,≤ 17.3%,Jul 2026,Division
Team,4966,Total Turnover (Rolling 12),2,Cost Center,123968 HVL ICU Neonatal,Multistate Division Cost Centers by Reporting Hierarchy,MSD 1,MSD 1,high,CONFIRMED_REGION_TO_DIVISION,South East Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South East Region Cost Centers by Reporting Hierarchy > 1000 AdventHealth Hendersonville > 1000000 Hendersonville > 123968 HVL ICU Neonatal,Canonical match to a region grouping in the June report,14.8%,14.8%,≤ 17.3%,Jul 2026,Division
Team,4967,Total Turnover (Rolling 12),2,Cost Center,123983 THMAB Cardiology 209 Old Hwy 1187,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1011 Texas Health Medical Associates > 1000036 THMA Burleson JV > 123983 THMAB Cardiology 209 Old Hwy 1187,Canonical match to a region grouping in the June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
Team,4968,Total Turnover (Rolling 12),2,Cost Center,123991 MGORL Urology at Lake Mary,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Orlando,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida > 1000186 AHMG CFD Orlando > 123991 MGORL Urology at Lake Mary,Exact facility listed under division in June report,38.3%,38.3%,≤ 17.3%,Jul 2026,Division
Team,4969,Total Turnover (Rolling 12),2,Cost Center,123996 MGPSA OH Rothman Ortho Innov Twr,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida > 1000389 AHMG CFD PSA Lite > 123996 MGPSA OH Rothman Ortho Innov Twr,Preserved or unresolved; no report-backed conversion.,9.0%,9.0%,≤ 17.3%,Jul 2026,none
Team,4970,Total Turnover (Rolling 12),2,Cost Center,123997 MGPSA OH Rothman Ortho Magic,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida > 1000389 AHMG CFD PSA Lite > 123997 MGPSA OH Rothman Ortho Magic,Preserved or unresolved; no report-backed conversion.,0.0%,0.0%,≤ 17.3%,Jul 2026,none
Team,4971,Total Turnover (Rolling 12),2,Cost Center,123998 MGPSA OH Rothman Ortho WP,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida > 1000389 AHMG CFD PSA Lite > 123998 MGPSA OH Rothman Ortho WP,Preserved or unresolved; no report-backed conversion.,37.5%,37.5%,≤ 17.3%,Jul 2026,none
Team,4972,Total Turnover (Rolling 12),2,Cost Center,123999 MGPSA OH Rothman Ortho LM,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida > 1000389 AHMG CFD PSA Lite > 123999 MGPSA OH Rothman Ortho LM,Preserved or unresolved; no report-backed conversion.,19.7%,19.7%,≤ 17.3%,Jul 2026,none
Team,4973,Total Turnover (Rolling 12),2,Cost Center,124000 MGPSA OH Rothman Ortho Lk Nona,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida > 1000389 AHMG CFD PSA Lite > 124000 MGPSA OH Rothman Ortho Lk Nona,Preserved or unresolved; no report-backed conversion.,9.5%,9.5%,≤ 17.3%,Jul 2026,none
Team,4974,Total Turnover (Rolling 12),2,Cost Center,124001 MGPSA OH Rothman Ortho WG,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida > 1000389 AHMG CFD PSA Lite > 124001 MGPSA OH Rothman Ortho WG,Preserved or unresolved; no report-backed conversion.,18.1%,18.1%,≤ 17.3%,Jul 2026,none
Team,4975,Total Turnover (Rolling 12),2,Cost Center,124002 MGPSA OH Rothman Ortho Davenport,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida > 1000389 AHMG CFD PSA Lite > 124002 MGPSA OH Rothman Ortho Davenport,Preserved or unresolved; no report-backed conversion.,0.0%,0.0%,≤ 17.3%,Jul 2026,none
Team,4976,Total Turnover (Rolling 12),2,Cost Center,124003 MGWGD OH GYN Surgery at WG,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Winter Garden,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida > 1000189 AHMG CFD Winter Garden > 124003 MGWGD OH GYN Surgery at WG,Exact facility listed under division in June report,112.5%,112.5%,≤ 17.3%,Jul 2026,Division
Team,4977,Total Turnover (Rolling 12),2,Cost Center,124004 MGWPK OH Urogynecology at WP,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,high,CONFIRMED_FACILITY_TO_DIVISION,Winter Park,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida > 1000191 AHMG CFD Winter Park > 124004 MGWPK OH Urogynecology at WP,Exact facility listed under division in June report,21.4%,21.4%,≤ 17.3%,Jul 2026,Division
Team,4978,Total Turnover (Rolling 12),2,Cost Center,124006 MGEFD OH ENT Surgery at Daytona,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1052 AdventHealth Medical Group Central Florida > 1000195 AHMG CFD North > 124006 MGEFD OH ENT Surgery at Daytona,Preserved or unresolved; no report-backed conversion.,29.3%,29.3%,≤ 17.3%,Jul 2026,none
Team,4979,Total Turnover (Rolling 12),2,Cost Center,124032 AHSTX Physician Operations,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1012 Adventist Hlth System Texas Inc > 1000038 AHS Texas Inc. > 124032 AHSTX Physician Operations,Canonical match to a region grouping in the June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
Team,4980,Total Turnover (Rolling 12),2,Cost Center,124034 THH Physician Operations,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1013 Texas Health Huguley Hospital > 1000039 Texas Health Huguley JV > 124034 THH Physician Operations,Canonical match to a region grouping in the June report,80.0%,80.0%,≤ 17.3%,Jul 2026,Division
Team,4981,Total Turnover (Rolling 12),2,Cost Center,124035 THH Phy Administration 2,Multistate Division Cost Centers by Reporting Hierarchy,MSD 2,MSD 2,high,CONFIRMED_REGION_TO_DIVISION,South West Region Cost Centers by Reporting Hierarchy,AdventHealth > Multistate Division Cost Centers by Reporting Hierarchy > South West Region Cost Centers by Reporting Hierarchy > 1013 Texas Health Huguley Hospital > 1000039 Texas Health Huguley JV > 124035 THH Phy Administration 2,Canonical match to a region grouping in the June report,31.6%,31.6%,≤ 17.3%,Jul 2026,Division
Team,4982,Total Turnover (Rolling 12),2,Cost Center,124044 Well65 Patient Engagement,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,PHD,high,CONFIRMED_DIRECT_DIVISION,primary health division cost centers by reporting hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1094 AdventHealth Well 65 Plus > 1000375 Well65 Plus > 124044 Well65 Patient Engagement,Canonical match to a division heading in the June report,28.6%,28.6%,≤ 17.3%,Jul 2026,Division
Team,4983,Total Turnover (Rolling 12),2,Cost Center,124058 COR GPO Affiliate Program,Corporate Services Division Cost Centers by Reporting Hierarchy,Corporate Services Division Cost Centers by Reporting Hierarchy,Corporate Services Division Cost Centers by Reporting Hierarchy,low,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,corporate services division cost centers by reporting hierarchy,AdventHealth > Corporate Services Division Cost Centers by Reporting Hierarchy > Home Office Cost Centers by Reporting Hierarchy > 1088 AdventHealth Corporate > 1000366 Corporate Home Office > 124058 COR GPO Affiliate Program,Preserved or unresolved; no report-backed conversion.,0.0%,0.0%,≤ 17.3%,Jul 2026,none
Team,4984,Total Turnover (Rolling 12),2,Cost Center,124061 PCNPIN PC Palm Harbor 3,Primary Health Division Cost Centers by Reporting Hierarchy,PHD,PHD,high,CONFIRMED_DIRECT_DIVISION,primary health division cost centers by reporting hierarchy,AdventHealth > Primary Health Division Cost Centers by Reporting Hierarchy > Primary Health Cost Centers by Reporting Hierarchy > 1087 AdventHealth Primary Care Network > 1000361 PCN Pinellas > 124061 PCNPIN PC Palm Harbor 3,Canonical match to a division heading in the June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
Team,4985,Total Turnover (Rolling 12),2,Cost Center,124064 MGWRAD Phy Radiology Diagnostic,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000498 AHMG WFD Phy Radiologists > 124064 MGWRAD Phy Radiology Diagnostic,Preserved or unresolved; no report-backed conversion.,13.6%,13.6%,≤ 17.3%,Jul 2026,none
Team,4986,Total Turnover (Rolling 12),2,Cost Center,124066 MGWRIV Anesthesia,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Riverview,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000286 AHMG WFD Riverview > 124066 MGWRIV Anesthesia,Exact facility listed under division in June report,15.4%,15.4%,≤ 17.3%,Jul 2026,Division
Team,4987,Total Turnover (Rolling 12),2,Cost Center,124070 MGWPTC Anesthesia,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000495 AHMG WFD Port Charlotte > 124070 MGWPTC Anesthesia,Exact facility listed under division in June report,11.4%,11.4%,≤ 17.3%,Jul 2026,Division
Team,4988,Total Turnover (Rolling 12),2,Cost Center,124071 MGWTAM Pioneer Pulmonology OP Brandon,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Tampa,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000275 AHMG WFD Tampa > 124071 MGWTAM Pioneer Pulmonology OP Brandon,Exact facility listed under division in June report,67.9%,67.9%,≤ 17.3%,Jul 2026,Division
Team,4989,Total Turnover (Rolling 12),2,Cost Center,124261 MGWADM Phy Administration 9,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000226 AHMG WFD Support > 124261 MGWADM Phy Administration 9,Preserved or unresolved; no report-backed conversion.,6.1%,6.1%,≤ 17.3%,Jul 2026,none
Team,4990,Total Turnover (Rolling 12),2,Cost Center,124262 MGWADM Phy Administration 10,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000226 AHMG WFD Support > 124262 MGWADM Phy Administration 10,Preserved or unresolved; no report-backed conversion.,40.0%,40.0%,≤ 17.3%,Jul 2026,none
Team,4991,Total Turnover (Rolling 12),2,Cost Center,124263 MGWADM Phy Administration 11,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000226 AHMG WFD Support > 124263 MGWADM Phy Administration 11,Preserved or unresolved; no report-backed conversion.,22.3%,22.3%,≤ 17.3%,Jul 2026,none
Team,4992,Total Turnover (Rolling 12),2,Cost Center,124264 MGWADM EP North Port,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000226 AHMG WFD Support > 124264 MGWADM EP North Port,Preserved or unresolved; no report-backed conversion.,57.1%,57.1%,≤ 17.3%,Jul 2026,none
Team,4993,Total Turnover (Rolling 12),2,Cost Center,124266 MGWADM Neurology PG,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000226 AHMG WFD Support > 124266 MGWADM Neurology PG,Preserved or unresolved; no report-backed conversion.,30.8%,30.8%,≤ 17.3%,Jul 2026,none
Team,4994,Total Turnover (Rolling 12),2,Cost Center,124267 MGWADM Neuro Punta Gorda,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000226 AHMG WFD Support > 124267 MGWADM Neuro Punta Gorda,Preserved or unresolved; no report-backed conversion.,133.3%,133.3%,≤ 17.3%,Jul 2026,none
Team,4995,Total Turnover (Rolling 12),2,Cost Center,124268 MGWADM Prim Care Punta Gorda,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000226 AHMG WFD Support > 124268 MGWADM Prim Care Punta Gorda,Preserved or unresolved; no report-backed conversion.,240.0%,240.0%,≤ 17.3%,Jul 2026,none
Team,4996,Total Turnover (Rolling 12),2,Cost Center,124275 MGWADM GI Port Charlotte,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000226 AHMG WFD Support > 124275 MGWADM GI Port Charlotte,Exact facility listed under division in June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
Team,4997,Total Turnover (Rolling 12),2,Cost Center,124276 MGWADM GI North Port,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000226 AHMG WFD Support > 124276 MGWADM GI North Port,Preserved or unresolved; no report-backed conversion.,36.4%,36.4%,≤ 17.3%,Jul 2026,none
Team,4998,Total Turnover (Rolling 12),2,Cost Center,124277 MGWADM Womens Care NP,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000226 AHMG WFD Support > 124277 MGWADM Womens Care NP,Preserved or unresolved; no report-backed conversion.,92.3%,92.3%,≤ 17.3%,Jul 2026,none
Team,4999,Total Turnover (Rolling 12),2,Cost Center,124279 MGWADM OBGYN Arcadia,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000226 AHMG WFD Support > 124279 MGWADM OBGYN Arcadia,Preserved or unresolved; no report-backed conversion.,0.0%,0.0%,≤ 17.3%,Jul 2026,none
Team,5000,Total Turnover (Rolling 12),2,Cost Center,124281 MGWADM Womens Care PG,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,low,ORIGINAL_DIVISION_PRESERVED,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000226 AHMG WFD Support > 124281 MGWADM Womens Care PG,Preserved or unresolved; no report-backed conversion.,110.5%,110.5%,≤ 17.3%,Jul 2026,none
Team,5001,Total Turnover (Rolling 12),2,Cost Center,124284 MGWADM CT Port Charlotte,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1065 AdventHealth Medical Group West Florida > 1000226 AHMG WFD Support > 124284 MGWADM CT Port Charlotte,Exact facility listed under division in June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
Team,5002,Total Turnover (Rolling 12),2,Cost Center,124296 ERCC Emergency Department,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000492 OSED WFD Cape Coral > 124296 ERCC Emergency Department,Exact facility listed under division in June report,41.9%,41.9%,≤ 17.3%,Jul 2026,Division
